sex,lifeStage,verbatimIdentification,eventID,basisOfRecord,occurrenceStatus,preparations,occurrenceID,identificationRemarks,scientificName,identificationQualifier,previousIdentifications,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet
,C1,Neocalanus flemingeri,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-71,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,C2,Neocalanus cristatus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-72,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,,Tomopteris elegans,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-73,,"Tomopteris elegans (Chun, 1887)",,,urn:lsid:marinespecies.org:taxname:131551,"Chun, 1887",accepted,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,elegans
Female,C6,Pseudocalanus newmani,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-74,,"Pseudocalanus newmani (Frost, 1989)",,,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,newmani
,C3,Neocalanus cristatus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-75,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
,,Conchoecinae spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-76,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Conchoeciinae (Müller G. W., 1912)",sp. indet.,,urn:lsid:marinespecies.org:taxname:175713,"Müller G. W., 1912",accepted,Subfamily,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,,
,C1,Metridia spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-77,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C5,Metridia aff lucens,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-78,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
,C5,Neocalanus flemingeri,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-79,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,preflexion,Sebastes spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-80,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Sebastes (Cuvier, 1829)",sp. indet.,,urn:lsid:marinespecies.org:taxname:126175,"Cuvier, 1829",accepted,Genus,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,
Female,C6,Eucalanus hyalinus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-81,,"Eucalanus hyalinus (Claus, 1866)",,,urn:lsid:marinespecies.org:taxname:345781,"Claus, 1866",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,hyalinus
Male,C5,Eucalanus bungii,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-82,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,C4,Racovitzanus antarcticus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-83,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
,C1,Eucalanus spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-84,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Eucalanus (Dana, 1852-1853)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104171,"Dana, 1852-1853",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,
Female,C6,Triconia conifera,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-85,,"Triconia conifera (Giesbrecht, 1891)",,,urn:lsid:marinespecies.org:taxname:128957,"Giesbrecht, 1891",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,conifera
,C5,Racovitzanus antarcticus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-86,,"Racovitzanus antarcticus (Giesbrecht, 1902)",,,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,antarcticus
Male,C6,Paracalanus parvus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-87,,"Paracalanus parvus (Claus, 1863)",,,urn:lsid:marinespecies.org:taxname:104685,"Claus, 1863",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,parvus
Female,C5,Metridia pacifica,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-88,,"Metridia pacifica (Brodsky, 1950)",,,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,pacifica
,juvenile,Thysanoessa inspinata,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-89,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
Female,C6,Oncaeidae spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-90,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Oncaeidae (Giesbrecht, 1893)",sp. indet.,,urn:lsid:marinespecies.org:taxname:128586,"Giesbrecht, 1893",accepted,Family,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,,
,flexion,Stenobrachius leucopsarus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-91,,"Stenobrachius leucopsarus (Eigenmann & Eigenmann, 1890)",,,urn:lsid:marinespecies.org:taxname:254363,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus
,C1,Neocalanus plumchrus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-92,,"Neocalanus plumchrus (Marukawa, 1921)",,,urn:lsid:marinespecies.org:taxname:196772,"Marukawa, 1921",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,plumchrus
,C3,Heterorhabdus spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-93,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Heterorhabdus (Giesbrecht, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104178,"Giesbrecht, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,
Female,C6,Eucalanus bungii,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-94,,"Eucalanus bungii (Giesbrecht, 1893)",,,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,bungii
,nauplius,Euphausiidae spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-95,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Euphausiidae (Dana, 1850)",sp. indet.,,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",accepted,Family,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
,furcilia,Euphausiidae,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-96,,"Euphausiidae (Dana, 1850)",,,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",accepted,Family,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,
,larvae,Chiroteuthis spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-97,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Chiroteuthis (d'Orbigny [in A. Férussac & d'Orbigny], 1841)",sp. indet.,,urn:lsid:marinespecies.org:taxname:137777,"d'Orbigny [in A. Férussac & d'Orbigny], 1841",accepted,Genus,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,
,,Pseudosagitta lyra,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-98,,"Pseudosagitta scrippsae (Alvariño, 1962)",,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",unaccepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,scrippsae
,C5,Scaphocalanus spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-99,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Scaphocalanus (Sars G.O., 1900)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104228,"Sars G.O., 1900",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scaphocalanus,
,C4,Scolecithricella minor,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-100,,"Scolecithricella minor (Brady, 1883)",,,urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,minor
,,Cyphocaris challengeri,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-101,,"Cyphocaris challengeri (Stebbing, 1888)",,,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",accepted,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,challengeri
,C4,Metridia aff lucens,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-102,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
Female,C6,Metridia aff lucens,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-103,,"Metridia lucens (Boeck, 1865)",,,urn:lsid:marinespecies.org:taxname:104633,"Boeck, 1865",alternate representation,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,lucens
,,Conchoecia rudjakovi,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-104,,"Conchoecia rudyakovi (Chavtur, in Chavtur & Bashmanov, 2018)",,,urn:lsid:marinespecies.org:taxname:1314226,"Chavtur, in Chavtur & Bashmanov, 2018",accepted,Species,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,rudyakovi
,C5,Oithona atlantica,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-105,,"Oithona atlantica (Farran, 1908)",,,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",accepted,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,atlantica
Female,C6,Lucicutia flavicornis,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-106,,"Lucicutia flavicornis (Claus, 1863)",,,urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,flavicornis
,C4,Mesocalanus tenuicornis,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-107,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,C4,Neocalanus cristatus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-108,,"Neocalanus cristatus (Krøyer, 1848)",,,urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,cristatus
Female,C6,Ctenocalanus vanus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-109,,"Ctenocalanus vanus (Giesbrecht, 1888)",,,urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,vanus
,C4,Scaphocalanus spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-110,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Scaphocalanus (Sars G.O., 1900)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104228,"Sars G.O., 1900",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scaphocalanus,
,C4,Ctenocalanus vanus,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-111,,"Ctenocalanus vanus (Giesbrecht, 1888)",,,urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,vanus
,C2,Mesocalanus tenuicornis,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-112,,"Mesocalanus tenuicornis (Dana, 1849)",,,urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,tenuicornis
,,Mesosagitta minima,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-113,,"Mesosagitta minima (Grassi, 1881)",,,urn:lsid:marinespecies.org:taxname:105437,"Grassi, 1881",accepted,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,minima
Female,adult,Sergestes similis,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-114,,"Sergestes similis (Hansen, 1903)",,,urn:lsid:marinespecies.org:taxname:240788,"Hansen, 1903",superseded combination,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,similis
,mysis,Sergestes spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-115,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Sergestes (H. Milne Edwards, 1830)",sp. indet.,,urn:lsid:marinespecies.org:taxname:106829,"H. Milne Edwards, 1830",accepted,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,
,,Limacina helicina acuta,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-116,Morphotype: acuta,"Limacina helicina (Phipps, 1774)",,,urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",accepted,Species,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,helicina
,mysis,Sergestes spp.,IYS2022-Franklin-5-46-144-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-46-144-Bongo-1-117,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Sergestes (H. Milne Edwards, 1830)",sp. indet.,,urn:lsid:marinespecies.org:taxname:106829,"H. Milne Edwards, 1830",accepted,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,
,juvenile,Thysanoessa inspinata,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-118,,"Thysanoessa inspinata (Nemoto, 1963)",,,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inspinata
,,Oikopleura spp.,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-119,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Oikopleura (Mertens, 1830)",sp. indet.,,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,
,C3,Metridia spp.,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-120,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Metridia (Boeck, 1865)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,
,C1,Pleuromamma spp.,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-121,"Taxa is within this taxonomic rank but cannot be identified further due to life stage, missing body parts or due to the destructive nature of the sampling, preservation and analysis process.","Pleuromamma (Giesbrecht in Giesbrecht & Schmeil, 1898)",sp. indet.,,urn:lsid:marinespecies.org:taxname:104191,"Giesbrecht in Giesbrecht & Schmeil, 1898",accepted,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,
,C2,Neocalanus flemingeri,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-122,,"Neocalanus flemingeri (Miller, 1988)",,,urn:lsid:marinespecies.org:taxname:353708,"Miller, 1988",accepted,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,flemingeri
,,Fritillaria pellucida,IYS2022-Franklin-5-47-135-Bongo-1,HumanObservation,present,formalin,IYS2022-Franklin-5-47-135-Bongo-1-123,,"Fritillaria pellucida (Busch, 1851)",,,urn:lsid:marinespecies.org:taxname:103386,"Busch, 1851",accepted,Species,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,pellucida
